"genbank_accession","species","temperature_optimum","temperature_min","temperature_max","reported_temperature_optimum","reported_temperature_max","reported_temperature_min","partition_temperature"
"GCA_007991535","Tetragenococcus koreensis",30.4784933203592,14.1339361745774,42.736775806571,30,37,15,"train"
"GCA_004359375","Acetilactobacillus jinshanensis",25.3571024045193,12.3746329108132,37.317501815915,35,40,20,"train"
"GCA_001436375","Agrilactobacillus composti",26.3629943809159,11.1530370455308,40.3967265314204,23.5,37,10,"train"
"GCA_009764355","Companilactobacillus bobalius",20.838691056244,5.40507443551157,33.1083521973095,30,45,15,"train"
"GCA_001438825","Companilactobacillus crustorum",25.4857443124693,11.3399302748752,37.860732299474,30,45,15,"train"
"GCA_001435555","Companilactobacillus nodensis",26.8884042920975,10.3296749030947,38.4692126221408,26,37,15,"train"
"GCA_001436645","Fructilactobacillus florum",29.638780854561,14.7631782819593,43.873594586762,15,30,15,"train"
"GCA_900112405","Fructobacillus durionis",37.6800819300942,23.3060718870253,49.8224878640188,20,35,5,"train"
"GCA_001434815","Lactobacillus equicursoris",35.0491784805252,24.9206252777658,48.301040697456,35,45,30,"train"
"GCA_001434335","Lactobacillus kalixensis",34.5879769701549,23.4346195960087,47.1442579311317,35,45,25,"train"
"GCA_000159415","Lactobacillus ultunensis",33.7186905500856,22.4911674518224,46.5873576831601,33.5,42,25,"train"
"GCA_001435895","Lentilactobacillus parafarraginis",25.5440795963692,13.1157308631305,38.1272239144556,28.5,37,20,"train"
"GCA_019655995","Leuconostoc holzapfelii",26.9819497281404,11.6196882619829,38.894162093266,23.5,37,10,"train"
"GCA_001886915","Leuconostoc mesenteroides",24.4919419922568,9.40205116761966,35.6956948018688,33.5,40,10,"train"
"GCA_001434835","Levilactobacillus acidifarinae",16.0197291397043,3.2041665371923,30.5764912740976,7.5,37,7.5,"test"
"GCA_001434395","Levilactobacillus hammesii",18.8965401546946,6.74533100575767,32.2620339893992,32.5,45,15,"train"
"GCA_001434785","Levilactobacillus namurensis",20.329038705962,7.75872039877891,34.2263082039149,15,30,15,"train"
"GCA_001437125","Levilactobacillus paucivorans",22.3704289324813,11.500443286287,35.7517650872665,30,45,15,"train"
"GCA_007991995","Levilactobacillus zymae",19.7181332514599,7.38697890179468,34.0760535933764,7.5,37,7.5,"test"
"GCA_000160835","Limosilactobacillus antri",36.4422085563996,22.1318131152336,48.8309887636059,35,45,25,"train"
"GCA_001434365","Limosilactobacillus gastricus",31.3995835210402,14.9565570592932,42.8080261977816,33.5,42,25,"train"
"GCA_001436735","Liquorilactobacillus cacaonum",28.207724299711,13.7525839244129,38.156849737899,23.5,37,10,"train"
"GCA_001435235","Liquorilactobacillus ghanensis",25.3432015571057,12.5367215665209,37.656698733697,45,45,15,"train"
"GCA_001436275","Liquorilactobacillus oeni",27.6974134814932,13.4832051854814,40.6419493045195,30,45,15,"train"
"GCA_001437075","Pediococcus stilesii",30.7785272264596,16.856218747669,41.8318898687012,41.5,48,30,"train"
"GCA_016908275","Periweissella beninensis",25.3938208698875,16.1957153681609,34.8557652612619,15,30,15,"train"
"GCA_004358325","Periweissella cryptocerci",21.9446246329107,8.63933064720957,33.7117294376238,29,35,4,"train"
"GCA_900186125","Listeria goaensis",27.9103480064036,8.44134099622616,38.4908810036697,33.5,42,18,"train"
"GCA_003534205","Listeria_A weihenstephanensis",30.9147785727909,11.3850696621309,40.9577447052877,31,34,15,"train"
"GCA_003627095","Lactococcus allomyrinae",26.2114834452425,9.50043209683711,36.3275571254212,29,37,10,"train"
"GCA_002154895","Lactococcus petauri",27.9175184483221,12.3831892186608,38.5024333835956,30,40,6,"train"
"GCA_006965445","Lactococcus protaetiae",26.9559151395131,9.47605802322451,36.329129950438,29,37,10,"train"
"GCA_000380085","Streptococcus merionis",26.3822487202728,13.6058433747134,37.882725948231,27.5,45,10,"train"
"GCA_003626695","Paenibacillus_AB ginsengarvi",38.1183924430426,20.8899737761898,48.5678080190203,37,45,18,"train"
"GCA_013778375","Paenibacillus_E chondroitinus",32.1461258660646,12.7704437361427,41.8816015781197,29,37,10,"train"
"GCA_004000865","Paenibacillus_G elgii",39.1457802560427,22.5676211342403,50.3691730313528,32.5,45,20,"train"
"GCA_000378425","Cohnella laeviribosi",44.4049402525914,27.5602673770798,54.6938622105313,45,60,30,"test"
"GCA_000429825","Cohnella thermotolerans",40.5892991939093,23.5600452693176,51.313007723813,27.5,55,25,"test"
"GCA_001637225","Paenibacillus antarcticus",29.8522794558084,12.7403213327209,38.0188541047684,12.5,31,4,"train"
"GCA_000377505","Paenibacillus massiliensis",32.4616260188612,14.2579256958033,42.4238416701565,33.5,50,30,"test"
"GCA_014192015","Paenibacillus rhizosphaerae",37.2575952968445,18.7933501821176,48.452238027915,28,37,10,"test"
"GCA_900099765","Paenibacillus typhae",28.1917687346258,9.8578838736211,37.7439143552793,29,40,10,"test"
"GCA_003994475","Paenibacillus_A anaericanus",32.0523317791324,13.4591721571607,40.5194328038465,32.5,40,5,"test"
"GCA_900102215","Paenibacillus_A panacisegetis",33.3308967196586,15.3603832100962,41.7692119997124,25,42,15,"test"
"GCA_014639155","Paenibacillus_A segetis",32.8893806924432,13.843893444427,41.5322434305831,33.5,40,5,"test"
"GCA_018403665","Paenibacillus_AH cisolokensis",46.9733750818247,30.0277804076354,56.5119113051352,47.5,55,37,"test"
"GCA_000422445","Paenibacillus_B assamensis",36.4432618463761,20.2079335439141,45.8806264984813,28.5,37,20,"test"
"GCA_000374845","Paenibacillus_K terrigena",36.0906848240754,17.4846656854134,45.3419183508068,18,32,4,"test"
"GCA_000422465","Pristimantibacillus harenae",33.1967611665542,14.4587918176573,42.7442450731595,33.5,40,10,"test"
"GCA_013185185","Saccharibacillus endophyticus",29.855072214976,11.1545367821695,40.6008085126222,29,36,10,"test"
"GCA_005938195","Paenibacillus_W thermoaerophilus",47.6252384873248,31.5369300906641,57.3029334981877,52.5,58,25,"train"
"GCA_002902625","Staphylococcus devriesei",30.49212272821,15.3925771930349,42.4983994094664,31.5,42,25,"train"
"GCA_000298075","Staphylococcus massiliensis",34.9954479976048,20.3631572478475,48.0999364515584,33.5,45,25,"train"
"GCA_002902085","Staphylococcus simiae",31.7300571593239,17.2460128661917,43.7851275275985,30,45,15,"train"
"GCA_001730235","Vulcanibacillus modesticaldus",51.5898164206911,33.0963821635156,59.5134267731634,55,60,37,"train"
"GCA_003001905","Planifilum fimeticola",61.3648531853278,45.1179106522361,70.3211352322583,59,65,50,"train"
"GCA_900113175","Planifilum fulgidum",63.6242830462021,47.3335771963364,72.7860227449468,62.5,67,50,"train"
"GCA_014637345","Kroppenstedtia guangzhouensis",46.7292505500658,30.3431764608176,56.7059208273803,50,60,30,"train"
"GCA_003054245","Melghirimyces profundicolus",50.330979843198,33.6624176232592,60.6964988989459,52.5,65,37,"train"
"GCA_018326425","Polycladomyces abyssicola",61.3072719189665,45.1094360365213,70.5700197099961,57.5,73,55,"train"
"GCA_003003125","Laceyella sediminis",51.194764186689,35.4317262050368,60.6731794672561,55,65,28,"test"
"GCA_003856495","Staphylospora marina",57.5983670742592,41.0503859213644,66.6760104176815,57.5,60,37,"test"
"GCA_003313465","Thermoflavimicrobium daqui",47.3695979543828,32.925745247127,57.3850619962094,45,65,45,"test"
"GCA_000376225","Effusibacillus pohliae",53.127064155393,38.4403699098306,62.5586689390313,55,60,42,"train"
"GCA_000237085","Acetivibrio clariflavus",50.5815886971573,35.0032146100283,58.3217529868641,57.5,65,45,"train"
"GCA_002844395","Herbivorax saccincola",52.7331467777614,36.4375085635599,60.0691301841247,60,65,45,"train"
"GCA_004102745","Hungateiclostridium mesophilum",44.6862747768275,30.2284048463024,51.5555137611456,45,50,30,"train"
"GCA_000521465","Hungateiclostridium straminisolvens",47.5764339618575,34.3525513039718,54.2537953837093,52.5,55,50,"train"
"GCA_000621505","Ruminiclostridium cellobioparum",33.8375021148158,18.1918374141317,41.7688361529966,33.5,45,25,"train"
"GCA_000022065","Ruminiclostridium cellulolyticum",34.5647181617503,19.3494958038908,42.5640398960721,33.5,45,25,"train"
"GCA_003208175","Ruminiclostridium sufflavum",28.7211474924273,12.7239158194899,36.3012130203428,33,33,20,"train"
"GCA_900142095","Thermoclostridium_A caenicola",48.0343243089842,33.9468906356547,56.511365552106,60,70,50,"train"
"GCA_016908415","Caldicoprobacter guelmensis",63.1256041686934,47.2315974103145,70.7111382821268,65,85,45,"train"
"GCA_000297115","Caloramator australicus",54.2005178859073,37.0228805513688,62.5158337713501,60,70,45,"train"
"GCA_001440545","Caloramator mitchellensis",47.6703486884818,31.1140520859488,54.9509943303013,55,60,37,"train"
"GCA_000601455","Fervidicella metallireducens",47.2037077492869,32.1689751412642,54.4650141636428,50,55,37,"train"
"GCA_004364155","Fonticella tunisiensis",49.966813411102,36.2839659447207,58.0109695087756,55,70,45,"train"
"GCA_001594005","Clostridium_AC tepidiprofundi",45.0436717443544,30.611289236489,53.2268053661767,50,60,22,"train"
"GCA_003865095","Clostridium_AD tagluense",31.3913602810657,16.4945572804779,38.1603042734932,17.5,28,15,"train"
"GCA_900141845","Clostridium_AG cavendishii",35.8074376777498,20.5046908343522,41.5772888667647,41.5,46,15,"train"
"GCA_016316925","Clostridium_AM aciditolerans",38.9301429241922,23.5634221871513,46.8877709930228,35,45,20,"train"
"GCA_003096175","Clostridium_AM drakei",36.5952415580612,19.2955111477887,43.8763390500328,33.5,42,18,"train"
"GCA_900099635","Proteiniclasticum ruminis",34.9144988834028,17.755046886782,45.0168339918548,38.5,46,24,"train"
"GCA_001311925","Cellulosilyticum ruminicola",39.3244989175677,26.2122410945813,46.6477348316761,38,45,25,"train"
"GCA_016908775","Defluviitalea_A raffinosedens",47.8440759803256,31.6007544850712,56.2326509389569,50,65,40,"test"
"GCA_014202875","Anaerocolumna cellulosilytica",36.8984197080381,22.2160736017002,45.1147354242094,35,40,15,"train"
"GCA_003363435","Anaerosacchariphilus polymeriproducens",37.9756617141024,25.4839261678973,45.6221853583036,40,42,20,"train"
"GCA_016586355","Anaerostipes butyraticus",39.5903370456579,30.429516190268,49.4045647924022,39,47,35,"train"
"GCA_000732725","Kineothrix alysoides",38.7757518298464,23.7745931510344,46.4412237818556,37.5,40,15,"train"
"GCA_900070325","Mobilitalea luporum",42.5857412727142,30.089100042656,50.8589391002963,55,65,40,"train"
"GCA_018141425","Vallitalea guaymasensis",42.0090665902163,25.5963897573799,49.9617824475172,32.5,40,20,"train"
"GCA_002964605","Vallitalea_A okinawensis",43.93831049166,25.3748868667408,52.2823046446641,27.5,35,20,"train"
"GCA_900142105","Lutispora thermophila",45.5460663917006,29.4663205754118,52.9866180443245,56.5,60,40,"train"
"GCA_002874775","Monoglobus pectinilyticus",34.3392673179378,20.6912903825064,41.114625698067,35,40,25,"train"
"GCA_002157465","Butyricicoccus_A porcorum",37.1877771788023,24.4169598343569,45.591064206894,39,45,30,"train"
"GCA_003020045","Ethanoligenens harbinense",30.3562192793876,17.1278761787829,38.8517218483839,35,44,20,"test"
"GCA_000307265","Oscillibacter ruminantium",30.375912381132,16.3877009000057,39.5968352329019,40,45,30,"test"
"GCA_000423525","Proteocatella sphenisci",37.4959347216458,21.6745259334233,45.1372681033544,29,37,2,"train"
"GCA_018141405","Serpentinicella alkaliphila",41.2320957753414,24.9276613162349,46.644242378029,37,43,30,"train"
"GCA_001006285","Paraclostridium benzoelyticum",42.859440686204,29.2288722038863,49.5344659359885,32.5,40,25,"train"
"GCA_900142235","Tepidibacter formicigenes",44.8072314635523,29.5646024617849,52.7680525451374,45,55,35,"train"
"GCA_002724055","Tepidibacter_A mesophilus",39.3393789902303,23.709412433519,47.6661608206438,30,40,10,"train"
"GCA_900142145","Geosporobacter subterraneus",46.4431925508481,31.5920786616223,54.3352745837508,42,55,22,"train"
"GCA_004345705","Marinisporobacter balticus",41.7110200754074,24.6335717611373,50.2528426907686,25,30,15,"train"
"GCA_001562415","Thermotalea metallivorans",52.0649030831946,36.577191311574,60.1410585863142,55,55,30,"train"
"GCA_002252565","Petroclostridium xylanilyticum",49.8333853609972,34.0002628639154,57.3756149645744,50,60,35,"train"
"GCA_000620125","Clostridiisalibacter paucivorans",43.8108261043148,27.4176650800548,52.0225291227172,42,50,20,"train"
"GCA_900142005","Dethiosulfatibacter aminovorans",42.1189423833823,21.8999305756753,50.4518133206774,29,37,15,"train"
"GCA_001855385","Andreesenia angusta",37.6322262619293,23.2603200210317,46.4807036779113,33.5,45,18,"train"
"GCA_900129925","Anaerosphaera aminiphila",37.5243331663487,22.2473481992274,46.5622669023626,36,37,10,"train"
"GCA_900106765","Tepidimicrobium xylanilyticum",48.8767835043985,32.5659473085081,56.1607426165587,60,67,25,"test"
"GCA_016765695","Sporosalibacterium faouarense",40.4820222282489,20.2544788755248,48.6002713642244,40,48,20,"train"
"GCA_000022325","Caldicellulosiruptor bescii",69.6598257162512,54.0039884432561,78.2047885656472,79,90,42,"train"
"GCA_000166355","Caldicellulosiruptor hydrothermalis",65.098959885179,49.1328455411831,74.0135102514281,65,80,50,"train"
"GCA_000166775","Caldicellulosiruptor kronotskyensis",66.6334088832065,49.9288992988317,75.5934607615327,70,82,45,"train"
"GCA_000145215","Caldicellulosiruptor obsidiansis",66.7044309494092,50.1724037934869,75.4044642693679,78,85,55,"train"
"GCA_000166335","Caldicellulosiruptor owensensis",67.6126247954624,51.2993734658004,75.6339278142996,75,80,50,"train"
"GCA_900129075","Caldanaerobius fijiensis",60.1950598151021,42.7630384409166,68.525011283216,61.5,67,40,"train"
"GCA_000019085","Thermoanaerobacter pseudethanolicus",60.8552741318912,45.522451712303,69.7937069494191,65,65,65,"train"
"GCA_900129115","Thermoanaerobacter uzonensis",64.953787870884,49.4333975639328,73.225719546724,61,69,32.5,"train"
"GCA_003691585","Biomaibacter acetigenes",50.2850123174462,32.8179664106165,59.3458274354487,55,65,35,"train"
"GCA_900142995","Caldanaerovirga acetigignens",61.7854143135107,48.7408046452504,69.4851726844382,61,74,44,"train"
"GCA_001562425","Fervidicola ferrireducens",60.5989300118462,45.7253560465126,68.3397549578127,70,80,55,"train"
"GCA_001601575","Thermovenabulum gondwanense",58.1672203545009,44.1116295554227,66.417675331352,65,70,50,"train"
"GCA_900100785","Desulfosporosinus hippei",36.0881965548032,19.3167191454016,44.6411586054525,28,37,5,"test"
"GCA_003368535","Ammonifex thiophilus",73.5803792283065,57.5494786722354,80.0819520802905,75,82,60,"train"
"GCA_003815015","Thermodesulfitimonas autotrophica",63.4966603788641,48.349268178789,68.6842338466863,65,72,45,"test"
"GCA_000430885","Desulfallas alcoholivorax",45.4300461897649,28.0186181923537,52.5766080961291,45,51,33,"train"
"GCA_900113335","Desulfallas arcticus",42.8830186832221,23.6920394393532,51.1487235821569,44,46.5,26,"train"
"GCA_002933875","Desulfocucumis palustris",41.3377982444237,22.9894830218521,49.7163169185976,34.5,48,18,"test"
"GCA_001592105","Desulfolucanica intricata",50.548622420195,35.4478625248904,57.3909173796649,43.5,58,28,"train"
"GCA_004143605","Desulfotomaculum aquiferis",42.9725030071345,25.3274213246422,49.953262144712,42,45,30,"test"
"GCA_002005145","Desulfotomaculum ferrireducens",48.3358959085367,29.4062733395924,57.182600217774,50,55,30,"test"
"GCA_900129895","Desulfotomaculum hydrothermale",48.1129616696386,31.8612670970673,55.8917063798469,55,60,40,"test"
"GCA_000214435","Desulfotomaculum nigrificans",50.8410774304216,33.6101206422439,59.2807299034492,55,68,30,"test"
"GCA_002607855","Desulfotomaculum profundi",44.6556486520808,27.495498125815,52.3718480870601,45,60,30,"test"
"GCA_000429345","Desulfovirgula thermocuniculi",66.7719037130125,50.4707269030523,74.4826374740817,70.5,80,61,"train"
"GCA_000376385","Desulfurispora thermophila",55.9789492031692,39.3728311126568,63.4094406362153,60,67,40,"train"
"GCA_900167165","Carboxydocella thermautotrophica",58.4984147525005,45.8928688655045,66.2074827281251,60,70,50,"train"
"GCA_002207765","Calderihabitans maritimus",61.4015932569673,46.5349252767474,68.5881258503992,65,68,55,"test"
"GCA_002995755","Moorella humiferrea",62.4184848064204,45.5767241529859,69.7820341155372,65,70,46,"train"
"GCA_000983115","Syntrophomonas_B zehnderi",44.4369701090087,31.0967206872816,49.8338136857115,31,40,25,"train"
"GCA_001950255","Carboxydothermus pertinax",55.8248157383465,40.8498858062416,65.0553258129057,65,73,50,"train"
"GCA_014201835","Pectinatus brassicae",31.5460343165727,17.7199241820783,38.9088519264319,28,40,10,"train"
"GCA_000381005","Selenomonas_C bovis",37.1516813705447,20.7298513621467,46.3766250489068,39,46,27,"train"
"GCA_000169155","Thermosinus carboxydivorans",52.6704143064248,38.185929440434,60.7608806595883,60,68,40,"train"
"GCA_900102435","Thermosinus thermophilus",51.072010565637,37.5023504105697,59.1299819376236,55,60,45,"train"
"GCA_003367905","Megasphaera stantonii",42.2135483089355,26.6427114075387,51.7336262497574,42,50,30,"train"
"GCA_000428745","Veillonella_A magna",35.0089966140041,18.5947369768658,44.9071623383239,35,45,21,"train"
"GCA_002216005","Natranaerobius_A trueperi",38.7517927925907,18.1364622335421,48.0177957423116,52,55,26,"train"
"GCA_900142275","Anaerobranca californiensis",53.1487112175898,37.9145286959379,60.7787472256944,58,70,45,"train"
"GCA_000184705","Thermaerobacter marianensis",65.8220412585625,51.4182644704192,74.4818616226171,75,80,50,"train"
"GCA_016908315","Halanaerobacter jeridensis",47.1398505034187,26.643764392221,55.1150318125828,45,60,20,"train"
"GCA_014195585","Alloprevotella rava",31.1541975182348,17.0328214080124,38.7237230128229,35,42,30,"train"
"GCA_000210075","Bacteroides xylanisolvens",38.4449115297818,21.2895284710368,45.989429404509,38,42,25,"train"
"GCA_000428125","Bacteroides_I graminisolvens",35.4534446941797,17.7086294909254,43.7521751362345,33,40,5,"train"
"GCA_000613805","Phocaeicola paurosaccharolyticus",36.8286400267084,19.2806052666642,43.4284458990391,35,40,10,"train"
"GCA_000614205","Prevotella saccharolytica",37.3398721400483,23.5342038477077,45.0944179604274,35,42,25,"train"
"GCA_900095795","Petrimonas mucosa",41.9528738528135,25.3528500295841,50.4430039031673,45,50,20,"train"
"GCA_900095135","Proteiniphilum saccharofermentans",38.8593962299185,21.2538189784179,47.9175574161137,37.5,45,15,"train"
"GCA_001192835","Lentimicrobium saccharophilum",31.4006699234713,12.9913206401439,39.8739866548916,33.5,40,20,"train"
"GCA_004217115","Ancylomarina subtilis",26.6140545571512,6.80515071764446,34.9942478446297,29,33,8,"test"
"GCA_003096835","Balneicella halophila",37.7986282843324,20.3312383173495,47.8738955493045,37,50,20,"test"
"GCA_002356295","Labilibaculum antarcticum",27.1659703751383,7.6520700223134,35.2382939569051,20,25,0,"test"
"GCA_003202155","Marinifilum breve",30.8855736282421,12.7177613917779,38.9264242611293,16,37,10,"test"
"GCA_001310955","Marinifilum fragile",32.0876749115214,13.4212613110306,39.9784480593399,33.8,37.4,20,"test"
"GCA_018156225","Carboxylicivirga sediminis",32.8686823711084,13.5795168815402,40.9065191890361,33,42,15,"test"
"GCA_002210225","Geofilum rhodophaeum",30.9070334909493,9.64780249988362,40.2545321041725,33,45,4,"test"
"GCA_000974365","Geofilum rubicundum",30.8278007713247,8.37298739296681,39.1637741466556,33,36,10,"test"
"GCA_002201795","Natronoflexus saponilacus",31.9508497154718,10.0431184567129,39.1899905568824,36,40,8,"test"
"GCA_003576475","Draconibacterium luteum",37.8824234411129,18.3042858513419,47.8951663025209,33,40,20,"train"
"GCA_009617915","Prolixibacter bellariivorans",36.1712936525831,14.3408324496966,45.7547314936961,22,42,4,"train"
"GCA_900168155","Macellibacteroides fermentans",36.0947450527272,19.5417223714441,43.7221734229267,36,40,10,"train"
"GCA_013409575","Macellibacteroides fermentans",35.2270385820902,18.958148553607,43.1761065890268,37.5,45,20,"train"
"GCA_900096565","Williamwhitmania taraxaci",29.1532684653086,10.457507075739,37.0364190568537,22.5,26,3,"train"
"GCA_003071385","Chitinophaga costaii",24.1423973240767,9.55045348369458,33.8734845375211,28,45,15,"test"
"GCA_003149455","Chitinophaga deserti",31.4761750941727,15.002395710738,40.858466803758,29,37,10,"test"
"GCA_900168065","Chitinophaga ginsengisegetis",26.5499237766854,10.3146170436799,36.1736712453022,23,42,4,"test"
"GCA_900129465","Chitinophaga niabensis",29.8432656040118,12.514202330938,38.9609342352724,29,40,5,"test"
"GCA_009758125","Chitinophaga oryziterrae",25.9702775799158,9.64070807560876,34.1054322436915,27.5,40,15,"test"
"GCA_003071345","Chitinophaga parva",24.6221505126221,8.00778030926105,34.3498204574091,32.5,45,20,"test"
"GCA_000024005","Chitinophaga pinensis",29.574421671281,12.6673965398449,37.858945080368,24,37,12,"test"
"GCA_003958645","Chitinophaga rhizosphaerae",30.2081826361287,12.9417416853005,40.0397258750504,28,37,10,"test"
"GCA_014529945","Chitinophaga varians",29.2074090411941,12.9071895829378,39.0548200191745,29,42,10,"test"
"GCA_003412455","Deminuibacter soli",25.5552177236888,10.14953553866,34.9421087032041,29,37,15,"test"
"GCA_004366355","Dinghuibacter silviterrae",24.6669996862171,7.7541151313559,35.5571598889728,29,37,16,"test"
"GCA_002355595","Filimonas lacunae",25.7011026060674,11.1032562306375,34.1781190952796,29,35,10,"test"
"GCA_014641615","Filimonas zeae",26.1142137088793,10.3163151549601,34.8075584852434,29,37,15,"test"
"GCA_004337505","Flaviaesturariibacter flavus",27.8220726956877,10.9475071188808,35.9157270331457,30,42,18,"test"
"GCA_003991195","Gynurincola endophyticus",31.168318611403,14.7838139819054,39.4721612648476,29,40,15,"test"
"GCA_003254115","Hydrotalea sandarakina",30.7866521992117,13.5815737266459,39.7141465667355,45,52.5,25,"test"
"GCA_000374125","Niabella aurantiaca",31.9456305482448,14.7768249837852,41.5971435851983,27.5,35,10,"test"
"GCA_022513635","Niabella ginsengisoli",27.588132067764,10.9613994698333,36.7421986979834,29,35,5,"test"
"GCA_022512515","Niabella hibiscisoli",22.9292737179155,8.18242791600653,31.9045289814715,30,40,4,"test"
"GCA_021044425","Niabella pedocola",29.4363242022549,11.4452222444927,39.1008894723364,30,40,15,"test"
"GCA_000246855","Niastella koreensis",26.5361418034535,10.1583282867377,34.8106953605806,33.5,37,10,"test"
"GCA_900110245","Niastella yeongjuensis",28.2069966374364,11.2134201557488,36.7133887705474,31.5,33,15,"test"
"GCA_003555545","Paraflavitalea soli",26.9138269095037,11.3347522793049,36.2258549931077,29,37,10,"test"
"GCA_004291315","Pseudobacter ginsenosidimutans",21.7597426112171,5.01088530101873,30.2101855531628,30,37,10,"test"
"GCA_003991355","Pseudobacter rhizosphaerae",25.0433093299739,8.64293463668899,33.3947858079671,29,40,10,"test"
"GCA_900167075","Sediminibacterium ginsengisoli",23.5419589572174,7.62976777479288,32.3328340284666,30,40,15,"test"
"GCA_000511175","Sediminibacterium salmoneum",30.3386474754481,15.1140518141391,38.8085309042277,25,37,18,"test"
"GCA_000374045","Segetibacter koreensis",28.1788502938301,10.9364370224576,36.8876491639827,22.5,30,15,"test"
"GCA_900110645","Lewinella_A agarilytica",26.7700418295952,11.6416003992016,36.6400618759299,30,37,4,"train"
"GCA_014349155","Lewinella_A lacunae",26.6226877575496,11.4424067255628,35.9952133735432,30,37,15,"train"
"GCA_002631205","Lewinella_A marina",32.568946246765,16.1430538515865,42.9978638700514,27.5,42,4,"train"
"GCA_001313265","Algoriphagus boritolerans",23.3616029428734,6.93762134438908,31.1043502552578,29,37,16,"train"
"GCA_003254055","Algoriphagus chordae",26.2335277691281,6.35717214880761,35.4400157861338,24,32,4,"train"
"GCA_900113375","Algoriphagus hitonicola",29.4804577403976,9.85697511380564,38.2321072156581,36,40,20,"train"
"GCA_014206875","Algoriphagus iocasae",27.6369883421941,8.9036541568563,36.5053943832838,25,37,4,"train"
"GCA_900116615","Algoriphagus locisalis",24.9059926861462,5.88237285248417,33.6324023982138,30,35,4,"train"
"GCA_000166275","Algoriphagus machipongonensis",28.7208957268156,8.19815733965935,37.577389733308,30,40,10,"train"
"GCA_001936475","Algoriphagus marinus",23.1053367082795,3.83935882161754,31.6608571730923,33,40,4,"train"
"GCA_000429465","Algoriphagus vanfongensis",27.872877655325,8.93222099402117,36.9837207103187,23.5,35,12,"train"
"GCA_004216715","Cecembia calidifontis",33.4483228508669,15.9400692083026,41.8741100461403,45,50,20,"train"
"GCA_000298295","Cecembia lonarensis",33.299914677741,13.3926636374828,42.0163990583109,33.5,40,10,"train"
"GCA_000222485","Cyclobacterium marinum",30.5273866776366,11.8513088546404,39.5031716793169,27.5,42,20,"train"
"GCA_007991695","Cyclobacterium qasimii",26.5205917867833,9.20814381922775,35.2303456515941,18,30,4,"train"
"GCA_014651455","Echinicola pacifica",29.5223088820942,9.56574363598356,38.8984864190459,26.5,42,6,"train"
"GCA_000325705","Echinicola vietnamensis",31.0278938357017,10.6037981994312,41.4695319148626,31.25,44,6,"train"
"GCA_900188325","Ekhidna lutea",27.9657167032912,9.80460394319597,35.9416923619374,30,37,20,"train"
"GCA_900111145","Fabibacter pacificus",25.4584909712225,6.51430953976273,34.351552861852,36,40,15,"train"
"GCA_000331535","Fulvivirga imtechensis",31.7703992510831,12.3625492518866,40.5718135506878,32.5,40,20,"train"
"GCA_009711405","Fulvivirga kasyanovii",30.5480854695203,12.2768933043392,40.266584696742,36,44,14,"train"
"GCA_009711525","Fulvivirga lutimaris",25.6210618413953,7.66158289608654,33.8575615392769,21.5,33,10,"train"
"GCA_001592935","Roseivirga echinicomitans",23.2369652453941,5.13509049024528,31.7870515361228,22,31,4,"train"
"GCA_014641455","Hymenobacter cavernae",27.7168201215361,11.4476182588929,38.1762019391039,15,35,4,"train"
"GCA_900141805","Hymenobacter daecheongensis",27.0241028741429,10.5439633191124,37.9653715879168,17,30,4,"train"
"GCA_014640435","Hymenobacter frigidus",21.4681213465811,6.91181272933918,32.3313563154521,12.5,20,5,"test"
"GCA_014640315","Hymenobacter glacieicola",27.5565548553223,11.8916313032395,38.4471955521428,10,30,4,"test"
"GCA_003149515","Hymenobacter nivis",23.6383720823833,7.00169047909772,35.6001856312861,15,25,0,"train"
"GCA_900142395","Hymenobacter psychrotolerans",28.8843876140112,13.5936763910875,39.9424473544186,18,28,4,"train"
"GCA_008271285","Hymenobacter sp012273015",28.2735397268658,12.5154210138641,39.5806131169878,22.5,37,4,"train"
"GCA_900116885","Pontibacter akesuensis",31.0158818125649,13.5272032603309,41.1220950483519,29,36,4,"train"
"GCA_014638845","Pontibacter amylolyticus",32.939238299651,15.610048321183,43.2959358678503,35,40,4,"train"
"GCA_014138425","Rufibacter ruber",28.8233907023031,11.1116612179075,38.8950370824057,28.5,45,4,"train"
"GCA_003148625","Arcicella aurantiaca",21.4472073349616,5.14841397382343,28.3268090978943,25,30,10,"train"
"GCA_004348825","Arundinibacter roseus",30.0057413760486,13.2972481988725,38.7901326391129,25,37,5,"train"
"GCA_000428845","Dyadobacter alkalitolerans",24.6967009162407,6.93740103435618,32.8187356318311,21.5,30,4,"train"
"GCA_000382205","Dyadobacter beijingensis",26.9063567701792,9.83109944361264,35.8900612489587,28,35,4,"train"
"GCA_014641595","Dyadobacter endophyticus",26.5966666136064,10.474233199418,35.3349101718768,30,45,20,"train"
"GCA_003149085","Dyadobacter jejuensis",29.4688878160183,14.2342385105666,38.7449069243833,25,37,15,"train"
"GCA_900167945","Dyadobacter psychrophilus",26.4078553881433,9.26479876469596,35.0513894032129,12.5,30,1,"test"
"GCA_900101885","Dyadobacter soli",26.0311899356701,9.94487918961566,34.6666934871449,25,30,15,"train"
"GCA_000263195","Emticicia oligotrophica",28.5986809674191,11.5263946493807,35.9848156122645,37,42,15,"train"
"GCA_003703975","Larkinella soli",34.5118052225739,17.7942441462189,43.1830872178161,30,40,5,"train"
